,GSM2054036,GSM2054037,GSM2054038,GSM2054039,GSM2054040,GSM2054041,GSM2054042,GSM2054043
AMPD2,230,723,177,74,1353,1892,756,1735
AMPD3,930,2359,580,295,1050,1568,517,1329
AMPH,0,2,1,0,5,10,6,4
AMT,32,95,22,6,88,120,45,112
AMTN,0,0,0,0,0,0,0,0
AMY2B,0,0,0,0,0,1,0,0
AMZ1,19,60,15,4,32,61,10,38
AMZ2,256,871,222,92,999,1361,536,1409
ANAPC1,1047,3255,821,337,2211,2803,1062,2924
ANAPC10,83,236,61,27,172,232,76,215
ANAPC11,151,435,103,54,381,540,196,435
ANAPC13,242,772,166,80,734,959,347,929
ANAPC15,123,479,73,43,239,270,87,260
ANAPC16,258,1041,219,97,438,591,244,602
ANAPC2,293,1119,245,117,767,1016,371,1022
ANAPC4,237,919,194,83,761,960,334,931
ANAPC5,1023,3658,825,321,3211,4304,1753,4431
ANAPC7,218,1005,201,67,531,691,264,646
ANG,12,29,9,8,20,17,7,18
ANGEL1,48,110,28,15,111,170,55,149
ANGEL2,441,1427,317,143,679,950,390,884
ANGPT1,77,282,61,21,1139,2105,716,1527
ANGPT2,17,62,27,11,81,107,38,81
ANGPT4,1,4,0,0,4,2,0,2
ANGPTL1,23,131,24,10,181,199,83,205
ANGPTL2,749,1970,603,201,1954,3015,1174,2650
ANGPTL3,23,62,10,6,17,17,11,14
ANGPTL4,1173,4766,996,442,11566,15632,7043,15330
ANGPTL6,14,34,5,8,36,71,17,60
ANGPTL7,2,13,8,2,2,7,5,12
ANGPTL8,178,643,92,49,181,282,49,264
ANK1,16,27,10,1,14,30,14,192
ANK2,436,1366,311,136,580,875,349,735
ANK3,77,217,57,30,79,96,91,178
ANKAR,0,0,0,0,0,0,0,0
ANKDD1A,0,1,0,0,0,1,0,0
ANKDD1B,17,37,3,5,19,21,5,11
ANKEF1,496,1205,295,118,2301,3110,1272,3087
ANKFY1,456,1579,367,161,1022,1504,521,1421
ANKHD1,870,2585,593,299,1921,2541,993,2254
ANKIB1,521,1630,423,152,791,1027,363,1075
ANKK1,0,0,0,0,0,0,0,0
ANKLE1,2,4,3,2,12,14,4,11
ANKLE2,354,1300,280,126,762,1006,379,984
ANKMY1,1,15,0,0,22,28,7,26
ANKMY2,190,639,158,54,493,869,251,714
ANKRA2,56,202,51,20,215,294,109,264
ANKRD1,1,6,3,1,1,1,2,2
ANKRD10,369,1226,299,152,916,1089,545,1097
ANKRD11,941,3012,677,357,2228,3095,1094,2825
ANKRD12,228,723,178,97,761,1023,406,1083
ANKRD13A,1096,3416,917,315,1387,1775,629,1721
ANKRD13B,21,74,19,9,77,112,43,121
ANKRD13C,734,2224,535,247,1228,1473,591,1533
ANKRD13D,2,8,2,1,30,45,11,33
ANKRD16,189,726,173,63,610,608,270,678
ANKRD17,1662,5053,1265,582,2625,3939,1349,3445
ANKRD2,4,5,0,6,1,0,1,16
ANKRD22,0,1,0,0,0,0,0,0
ANKRD23,98,369,86,64,216,296,154,644
ANKRD24,82,273,76,23,142,180,81,170
ANKRD26,55,196,48,28,165,194,74,226
ANKRD27,286,742,179,88,690,845,330,820
ANKRD28,704,2218,492,208,1086,1495,571,1378
ANKRD29,14,48,8,7,10,18,8,18
ANKRD31,0,0,0,0,0,0,0,0
ANKRD33,0,0,0,0,1,0,0,0
ANKRD33B,319,694,208,88,105,161,50,188
ANKRD34A,15,40,14,4,21,21,9,24
ANKRD34B,1,2,1,1,1,2,0,0
ANKRD34C,0,1,0,0,4,2,5,1
ANKRD35,3,10,1,1,18,10,10,12
ANKRD36,0,0,0,0,0,0,0,0
ANKRD37,11,25,5,7,9,9,3,11
ANKRD39,76,277,66,25,185,284,112,248
ANKRD40,2417,8016,1947,799,2458,3423,1303,3477
ANKRD42,8,54,4,3,59,53,21,65
ANKRD44,198,853,267,92,466,744,278,665
ANKRD45,0,1,0,0,0,0,0,0
ANKRD46,312,971,246,95,1002,1218,486,1283
ANKRD49,98,327,83,34,193,249,82,278
ANKRD50,347,1135,275,152,1629,2301,917,2216
ANKRD52,1336,3827,922,388,1718,1844,839,2158
ANKRD53,0,0,0,1,2,4,1,1
ANKRD54,83,256,62,39,210,222,82,259
ANKRD55,0,0,0,0,0,0,1,0
ANKRD6,17,49,12,6,52,76,42,100
ANKRD60,0,0,0,0,0,0,0,0
ANKRD61,4,7,1,0,12,20,13,23
ANKRD63,0,1,0,0,0,0,0,0
ANKRD65,0,0,0,0,1,0,0,1
ANKRD66,0,2,0,0,2,2,0,2
ANKRD7,0,1,2,0,0,4,0,0
ANKRD9,1682,6885,1633,630,275,361,140,353
ANKS1B,0,2,0,0,0,1,3,0
ANKS3,176,687,165,77,407,511,228,489
ANKS4B,1,3,0,1,1,1,1,3
ANKS6,10,32,15,3,30,38,24,40
ANKUB1,0,4,1,0,1,11,6,5
ANKZF1,165,627,139,66,344,417,181,476
ANLN,10,35,17,5,50,98,23,69
ANO1,189,459,135,55,2894,4116,1544,3818
ANO10,464,1739,364,139,749,1040,421,1123
ANO2,0,0,0,0,1,2,0,0
ANO3,0,0,0,0,2,3,0,1
ANO4,5,15,8,6,12,17,12,20
ANO5,6,1,0,1,1,0,10,133
ANO6,1064,3170,831,319,1611,2347,749,2238
ANO7,0,1,1,0,0,1,0,3
ANO8,305,1265,307,110,330,598,207,425
ANO9,0,6,2,0,1,5,3,5
ANP32A,1099,3559,820,352,2546,3523,1363,3448
ANP32B,485,1863,381,203,1446,2222,735,1989
ANP32E,565,2013,421,192,1036,1408,562,1485
ANPEP,55,140,67,19,229,367,93,281
ANTXR1,76,137,45,14,252,301,108,235
ANTXR2,154,456,95,35,442,533,186,486
ANTXRL,0,1,0,0,0,0,0,0
ANXA1,142,426,109,42,329,532,106,357
ANXA10,0,0,0,0,0,0,0,0
ANXA11,356,1170,308,120,897,1109,441,1260
ANXA13,0,0,1,0,0,0,0,0
ANXA2,921,3261,775,310,3023,4413,1279,3995
ANXA3,187,780,210,78,321,393,130,396
ANXA4,209,812,154,55,1125,1645,499,1381
ANXA5,2401,9738,2064,746,7319,9994,3596,9651
ANXA6,3254,9929,2722,961,5927,7523,2991,7831
ANXA7,593,2494,476,209,1530,2167,802,2016
ANXA8,0,2,0,1,206,144,247,366
ANXA9,10,30,2,1,28,25,9,28
AOAH,6,25,13,2,33,51,11,31
AOC1,0,0,0,0,1,0,0,0
AOC2,9,65,12,9,97,100,45,94
AOC3,542,1380,494,154,7475,10293,3471,9946
AOX1,333,899,208,101,1959,2630,971,2418
AP1AR,146,589,130,48,443,571,255,615
AP1B1,1601,5340,1207,469,1443,1856,739,1839
AP1G1,1644,5235,1226,528,1916,2457,939,2441
AP1G2,278,1104,250,109,473,552,264,630
AP1M1,755,2839,587,273,957,1166,551,1194
AP1M2,0,1,0,0,0,0,0,0
AP1S1,442,1678,299,141,618,892,345,821
AP1S2,76,273,70,35,205,310,103,307
AP1S3,31,110,35,7,54,69,29,58
AP2A1,641,2297,503,244,949,1184,456,1184
AP2A2,1438,5282,1298,497,2228,2913,910,2950
AP2B1,707,2429,618,216,1980,2819,895,2698
AP2M1,1334,5168,1041,424,1927,2574,936,2467
AP2S1,343,1535,323,148,621,787,282,833
AP3B1,299,477,225,90,650,1164,374,892
AP3B2,1,5,0,4,4,8,3,4
AP3D1,1153,4169,957,371,1947,2410,994,2464
AP3M1,738,2581,544,246,1141,1321,483,1463
AP3M2,23,77,25,13,224,296,103,273
AP3S1,1033,3886,968,379,2616,3613,1307,3464
AP3S2,265,1020,213,107,541,797,267,696
AP4B1,296,946,188,101,346,424,148,411
AP4E1,159,510,118,59,362,390,141,461
AP4M1,188,731,177,66,513,682,282,665
AP4S1,163,636,130,59,363,437,166,472
AP5B1,24,134,29,17,115,141,57,156
AP5M1,442,1290,299,118,585,741,293,755
AP5S1,187,807,178,67,181,233,83,226
AP5Z1,103,426,91,30,271,366,128,339
APAF1,75,191,47,18,203,328,91,192
APBA1,27,79,25,8,53,75,21,56
APBA2,1,3,1,1,6,6,13,9
APBA3,450,1728,400,164,1022,1215,573,1268
APBB1,71,216,50,20,105,155,76,173
APBB1IP,19,62,11,6,85,162,31,85
APBB2,164,408,102,56,573,781,290,704
APC,959,2962,757,341,1683,2393,830,2233
APC2,29,71,29,8,65,50,34,70
APCDD1,11,43,19,3,390,814,215,542
APCS,0,0,0,0,0,0,0,0
APEH,466,1540,340,137,748,994,373,990
APELA,3,4,3,0,3,12,6,5
APEX1,158,701,120,56,243,214,91,270
APEX2,193,741,142,74,164,185,65,214
APH1A,1452,5407,983,395,2562,3481,1342,3397
APH1B,173,519,116,43,462,612,219,605
API5,1382,4741,1034,515,1581,1959,722,1939
APIP,201,724,148,68,389,457,178,444
APITD1,4,16,5,1,4,9,5,9
APLF,24,71,16,6,111,194,45,146
APLN,70,245,77,21,87,160,65,118
APLNR,58,182,49,23,654,1463,349,1047
APLP1,20,98,30,15,58,69,29,76
APLP2,4970,15698,3858,1612,25423,32670,12691,34690
APMAP,8185,26267,6435,2737,2234,2652,1198,2937
APOA1,0,2,0,0,1,0,0,0
APOA2,1,20,4,0,10,22,9,15
APOA4,0,0,0,0,0,0,0,0
APOA5,0,0,0,0,0,0,0,0
APOB,0,0,0,0,1,0,0,0
APOBEC1,39,126,31,7,134,288,68,144
APOBEC2,7,8,1,5,0,1,23,224
APOBEC4,0,0,0,0,0,0,0,0
APOBR,71,271,59,23,94,162,43,140
APOC1,708,2438,658,293,2621,2857,1666,3350
APOC2,5,22,11,1,3,5,0,0
APOC3,15,41,9,4,6,2,0,1
APOC4,3,32,3,1,28,22,16,26
APOD,291,924,252,112,165,153,122,201
APOE,2596,9968,2654,1177,20503,23556,13358,27639
APOF,1,2,1,0,8,6,2,4
APOH,2,3,0,0,2,1,0,0
APOL6,88,203,81,23,773,930,450,981
APOLD1,137,413,131,63,1095,2351,566,1374
APOM,2,2,0,1,1,1,1,2
APOO,1376,4310,941,441,2012,2608,1018,2680
APOOL,473,1456,294,142,756,1087,482,1137
APOPT1,204,742,138,63,677,941,376,906
APP,1066,3517,897,375,2776,3778,1336,3819
APPBP2,808,2470,542,260,1055,1372,526,1428
APPL1,274,774,163,88,907,1268,425,1202
APPL2,239,687,203,76,728,969,436,952
APRT,56,248,56,16,143,189,70,223
APTX,154,464,103,36,284,393,155,362
AQP1,1092,2531,530,292,10770,11676,5122,14371
AQP11,44,133,27,8,68,88,32,89
AQP2,0,4,1,0,1,1,0,0
AQP3,12,39,3,1,4,5,3,8
AQP4,1,3,0,0,4,1,9,78
AQP5,0,0,0,0,0,0,0,0
AQP6,0,0,0,0,0,0,0,0
AQP7,2542,8808,2025,894,5113,6745,2637,6984
AQP8,0,0,0,0,0,0,0,0
AQP9,3,3,0,0,8,9,3,2
AQR,479,1424,363,163,941,1311,461,1270
AR,17,45,23,7,77,123,59,94
ARAF,599,2219,539,203,1541,1818,765,1944
ARAP1,257,854,198,57,851,1085,419,1132
ARAP2,111,291,98,28,341,450,145,454
ARAP3,515,1683,494,239,1619,1976,833,2150
ARC,31,187,41,19,130,349,47,160
ARCN1,1948,6769,1417,632,2771,3850,1350,3734
AREG,0,0,0,0,0,0,0,0
AREL1,857,2823,766,307,1230,1506,562,1519
ARF1,2693,10102,2060,944,3338,4394,1636,4395
ARF3,533,1881,426,196,1541,2211,706,1902
ARF4,1478,5622,1064,501,3195,4392,1533,4256
ARF5,229,876,191,77,598,815,291,772
ARF6,658,2450,498,257,1090,1538,600,1435
ARFGAP1,260,888,194,91,549,602,271,657
ARFGAP2,540,2103,451,190,1500,1760,720,1940
ARFGAP3,80,318,48,29,186,297,106,236
ARFGEF1,1371,4327,1052,428,2484,3641,1201,3433
ARFGEF2,2644,9077,2197,953,1950,2503,947,2491
ARFGEF3,6,28,1,8,0,0,0,0
ARFIP1,415,1318,312,144,580,727,304,674
ARFIP2,549,2132,379,193,854,911,426,1031
ARFRP1,395,1340,297,116,1032,1238,602,1328
ARG1,1,0,0,0,2,2,1,4
ARG2,1,13,1,0,5,8,0,5
ARGLU1,446,1790,386,170,1895,2403,1021,2360
ARHGAP1,317,1024,310,100,723,997,358,952
ARHGAP10,76,274,58,30,165,276,82,243
ARHGAP11A,12,67,17,5,52,151,29,56
ARHGAP12,429,1472,322,141,952,1342,582,1281
ARHGAP15,8,28,10,2,37,49,12,33
ARHGAP17,220,726,188,89,551,719,208,683
ARHGAP18,304,841,256,83,1244,1903,679,1650
ARHGAP19,96,390,107,28,232,443,161,328
ARHGAP20,13,31,10,5,78,68,27,84
ARHGAP21,653,2015,477,202,1335,2133,759,1689
ARHGAP22,8,30,4,3,16,42,6,28
ARHGAP23,300,1104,262,125,510,564,260,639
ARHGAP24,338,1091,256,123,739,817,312,969
ARHGAP25,25,88,22,5,133,276,67,171
ARHGAP26,800,2427,605,256,1266,1797,594,1605
ARHGAP27,231,714,174,101,434,645,208,573
ARHGAP28,26,96,28,12,112,196,72,164
ARHGAP29,1243,3962,948,447,4128,5909,2247,5397
ARHGAP30,30,104,38,8,160,283,72,165
ARHGAP31,742,2339,627,281,1559,2054,726,1975
ARHGAP32,247,729,164,90,794,1338,514,955
ARHGAP33,9,46,11,2,60,51,14,49
ARHGAP35,1016,2651,755,299,1570,2192,712,2023
ARHGAP36,0,0,2,0,1,2,0,0
ARHGAP39,39,174,42,19,284,445,163,349
ARHGAP4,18,68,38,9,110,140,51,134
ARHGAP40,0,3,0,0,2,7,5,5
ARHGAP42,180,560,120,73,199,330,124,261
ARHGAP44,6,33,12,5,29,36,20,29
ARHGAP5,1419,3806,1000,443,2194,3105,1086,3041
ARHGAP6,27,87,13,8,77,99,31,115
ARHGAP8,1,3,1,2,12,16,7,10
ARHGAP9,10,48,12,2,48,134,24,61
ARHGDIA,1174,4714,1013,438,2736,3591,1157,3389
ARHGDIB,80,300,78,25,223,408,92,262
ARHGDIG,141,590,123,52,55,46,17,64
ARHGEF1,528,2000,483,178,1814,2169,904,2355
ARHGEF10,157,410,132,48,363,376,179,528
ARHGEF10L,26,65,28,7,63,104,35,105
ARHGEF11,967,3303,788,356,1246,1758,685,1668
ARHGEF12,5882,16610,4814,2071,4823,6061,2475,5939
ARHGEF15,521,1765,473,222,986,1331,552,1316
ARHGEF16,2,4,3,1,14,16,14,28
ARHGEF17,227,681,195,84,685,835,309,925
ARHGEF18,446,1390,338,145,718,1076,426,981
ARHGEF19,419,1115,245,134,33,35,18,53
ARHGEF2,398,1537,330,179,829,1147,404,1128
ARHGEF25,84,253,69,26,220,195,96,264
ARHGEF26,23,134,43,17,103,156,43,144
ARHGEF28,516,1670,380,148,1226,1783,566,1589
ARHGEF3,230,638,171,77,633,775,242,783
ARHGEF33,29,107,29,9,10,6,8,15
ARHGEF37,386,969,357,101,17,9,4,14
ARHGEF38,0,0,0,0,0,2,0,1
ARHGEF39,0,2,3,1,3,17,5,8
ARHGEF4,18,62,2,8,20,28,6,15
ARHGEF40,192,606,180,72,1247,1517,591,1499
ARHGEF5,87,279,80,26,296,379,157,399
ARHGEF6,272,856,157,71,574,836,283,785
ARHGEF7,440,1513,434,161,1054,1479,550,1458
ARHGEF9,148,299,83,41,536,806,319,747
ARID1A,641,1940,553,260,1487,1772,731,1770
ARID1B,737,2058,558,226,1183,1603,475,1564
ARID2,520,1516,383,172,1083,1498,545,1332
ARID3A,46,141,34,12,168,249,70,185
ARID3B,29,111,33,8,85,108,44,92
ARID3C,0,0,0,0,1,0,1,0
ARID4A,180,597,147,59,527,764,279,676
ARID4B,252,774,205,79,624,965,311,910
ARID5A,22,119,33,12,156,220,96,241
ARID5B,161,445,153,75,365,639,154,543
ARIH1,1368,4352,1090,460,2035,2993,1067,2701
ARIH2,558,2557,563,202,1044,1220,495,1354
ARL1,849,3169,593,296,1686,2428,862,2259
ARL10,32,114,27,10,125,125,63,144
ARL11,4,10,1,1,10,36,1,6
ARL13A,1,0,0,0,0,2,1,1
ARL13B,72,248,57,27,242,278,113,286
ARL14,0,0,0,0,0,0,0,0
ARL14EP,221,768,166,84,331,398,160,436
ARL14EPL,1,2,1,0,2,3,3,2
ARL15,142,461,120,53,301,404,123,400
ARL16,52,130,26,13,140,172,79,225
ARL2,225,926,205,90,571,838,290,772
ARL2BP,279,812,190,78,729,893,369,1048
ARL3,88,255,75,29,391,497,178,535
ARL4A,2228,7226,1723,660,4077,4025,1967,5309
ARL4C,16,67,26,8,95,255,53,138
ARL4D,26,76,18,8,88,225,41,136
ARL5A,1302,4012,907,357,1858,2724,949,2635
ARL5B,316,965,199,117,766,834,449,1014
ARL5C,4,17,3,2,28,43,10,28
ARL6,47,178,37,24,125,165,51,151
ARL6IP1,1673,5172,1166,507,3351,4453,1757,4343
ARL6IP4,196,785,159,63,259,320,118,325
ARL6IP5,267,947,212,86,758,992,392,1064
ARL6IP6,166,700,118,63,333,421,185,433
ARL8A,281,1087,198,124,546,747,278,651
ARL8B,1735,5972,1200,543,2205,2892,1126,3093
ARL9,1,4,2,1,2,1,4,2
ARMC1,1272,4754,987,459,1009,1296,541,1359
ARMC10,78,325,68,22,339,468,144,441
ARMC12,0,0,0,0,0,0,0,0
ARMC2,4,7,3,0,11,16,10,14
ARMC3,0,1,0,0,0,0,0,2
ARMC4,0,0,0,0,0,0,0,0
ARMC5,115,392,86,28,213,274,130,260
ARMC6,138,426,108,55,131,148,55,157
ARMC7,20,74,14,6,86,114,40,112
ARMC8,348,1092,262,128,520,776,298,726
ARMC9,15,65,19,8,95,111,53,121
ARMCX1,64,231,53,29,140,168,72,215
ARMCX2,54,187,43,16,115,194,64,167
ARMCX3,204,910,162,84,505,508,261,610
ARMCX4,68,216,54,28,122,145,70,181
ARMCX5,44,178,30,11,113,165,77,179
ARMCX6,6,20,3,2,17,20,6,24
ARMT1,361,1233,253,104,414,590,255,613
ARNT,414,1401,357,140,1457,1877,737,1764
ARNT2,8,24,8,1,3,3,6,9
ARNTL,248,1073,252,125,467,627,252,659
ARNTL2,64,177,52,27,262,371,146,250
ARPC1A,478,1549,329,133,1680,2332,860,2172
ARPC1B,316,1120,263,122,1312,2158,724,1692
ARPC2,810,3071,696,295,1894,2705,887,2532
ARPC3,507,1966,413,205,1035,1435,584,1385
ARPC4,489,2097,450,187,940,1271,436,1228
ARPC5,490,1735,401,159,1218,1753,590,1584
ARPC5L,847,3141,671,273,808,923,373,1014
ARPIN,86,267,52,28,384,483,197,517
ARPP19,838,2882,588,214,687,865,351,963
ARPP21,1,3,0,0,2,2,2,8
ARR3,0,1,0,0,1,2,1,1
ARRB1,548,1936,399,160,2172,2641,1012,2598
ARRB2,41,162,57,13,192,310,99,227
ARRDC1,27,61,20,9,137,178,65,179
ARRDC2,43,125,23,17,133,197,82,192
ARRDC3,317,685,237,77,803,873,512,1050
ARRDC4,71,279,63,25,346,576,175,413
ARRDC5,3,7,0,0,2,1,1,2
ARSA,512,2063,407,213,945,1259,467,1143
ARSB,248,702,167,98,784,1240,446,1068
ARSG,15,63,16,3,39,58,27,55
ARSI,9,11,14,4,56,114,36,66
ARSJ,1,2,1,0,4,5,2,9
ARSK,72,200,44,21,268,325,165,332
ART1,15,3,0,1,0,0,8,69
ART3,194,604,178,66,2237,3316,1344,3211
ART4,2,8,0,1,7,3,5,5
ART5,3,0,0,1,2,0,1,16
ARTN,1,1,0,0,0,1,0,3
ARV1,21,88,24,6,73,89,45,79
ARVCF,26,125,23,7,79,129,59,122
ARX,0,0,0,0,1,0,0,0
AS3MT,167,654,125,45,101,127,49,138
ASAH1,556,1950,430,179,964,1358,485,1193
ASAH2,186,534,132,69,562,868,291,816
ASAP1,413,1285,315,157,855,1183,392,1116
ASAP2,137,425,128,40,544,666,226,665
ASAP3,20,81,18,7,133,134,41,111
ASB1,217,810,195,95,513,620,254,576
ASB10,1,8,1,1,5,8,6,19
ASB11,10,4,0,5,1,4,5,35
ASB12,0,2,1,0,3,5,2,18
ASB13,154,451,122,50,472,505,252,563
ASB14,1,10,0,2,1,5,5,43
ASB15,1,0,0,0,1,0,0,34
ASB16,2,1,0,2,3,2,3,51
ASB17,0,0,0,0,2,6,3,3
ASB18,2,19,1,1,15,30,9,31
ASB2,20,37,9,6,29,42,28,179
ASB3,41,127,26,17,130,198,57,182
ASB4,10,27,9,4,33,27,14,44
ASB5,9,11,0,6,3,6,5,69
ASB6,88,301,61,27,157,241,96,232
ASB7,135,481,104,48,273,389,141,380
ASB8,370,1191,250,114,587,694,283,739
ASB9,0,0,0,0,0,0,0,0
ASCC1,86,348,84,28,296,469,168,426
ASCC2,263,957,201,86,430,552,238,542
ASCC3,422,1413,286,115,384,660,204,576
ASCL1,3,5,4,0,9,6,7,11
ASCL2,0,0,0,0,2,0,1,0
ASCL3,1,1,0,0,0,5,0,1
ASCL4,0,3,1,0,6,2,2,4
ASCL5,0,0,0,0,0,0,0,0
ASF1A,105,468,83,25,249,298,110,292
ASF1B,61,209,56,21,54,101,30,82
ASGR1,0,0,0,0,0,0,0,0
ASGR2,1,3,0,0,6,8,5,7
ASH1L,981,2769,760,308,1953,2474,970,2525
ASH2L,221,777,185,57,453,556,194,519
ASIC1,93,311,80,31,108,157,58,126
ASIC2,0,0,0,0,0,0,0,0
ASIC3,11,23,6,2,25,46,12,26
ASIC4,0,1,0,0,0,1,0,1
ASIC5,0,0,0,0,0,1,0,0
ASL,247,798,190,83,250,322,126,278
ASMT,0,0,0,0,0,0,0,0
ASNA1,775,3004,580,282,775,1059,435,1069
ASNS,589,2776,451,234,1011,1525,535,1392
ASNSD1,361,1220,272,92,1121,1651,462,1559
ASPA,1279,4731,1064,455,992,1258,578,1293
ASPDH,1,0,0,0,1,3,4,2
ASPG,1872,5025,1319,584,599,610,371,789
ASPH,433,1449,340,140,950,1354,513,1314
ASPHD1,2,9,4,1,8,7,4,18
ASPHD2,2,6,0,0,5,3,0,3
ASPM,3,10,3,2,22,66,20,23
ASPN,133,403,117,32,543,731,274,713
ASPRV1,1,2,0,0,10,13,2,9
ASPSCR1,266,1051,208,107,348,532,182,477
ASRGL1,103,340,93,30,388,555,198,557
ASS1,28,123,39,15,62,101,29,106
ASTE1,244,827,222,77,208,241,102,272
ASTL,0,0,0,0,2,0,0,0
ASTN1,4,14,5,1,26,41,9,26
ASTN2,1,23,10,3,37,57,25,57
ASUN,304,978,245,85,858,1021,476,1101
ASXL1,193,648,132,73,766,1034,369,993
ASXL2,387,1232,295,140,997,1212,495,1186
ASXL3,10,33,7,3,55,90,36,84
ASZ1,0,0,0,0,0,0,0,0
ATAD1,951,3364,683,338,1412,1949,721,2015
ATAD2,22,111,27,19,132,252,63,163
ATAD2B,152,405,115,49,288,428,163,411
ATAD3A,1491,5665,1174,544,2189,2441,1076,2823
ATAD5,11,65,9,8,72,112,45,98
ATAT1,126,421,142,38,416,445,207,494
ATCAY,0,1,0,0,1,0,0,3
ATE1,497,1680,404,187,1003,1400,492,1305
ATF1,296,1022,228,90,558,741,319,786
ATF2,981,3545,880,330,1970,2498,963,2520
ATF3,263,614,78,73,260,766,148,329
ATF4,1305,5242,938,604,1609,2443,844,2143
ATF5,2391,11208,2399,1082,1822,2458,643,1901
ATF6,1294,3999,911,442,1288,1693,632,1663
ATF6B,206,785,175,66,450,545,206,621
ATF7,568,1650,424,159,1954,2754,995,2412
ATF7IP,384,1107,336,158,1255,1483,595,1564
ATF7IP2,0,0,0,0,0,0,0,0
ATG10,97,405,83,40,279,419,156,395
ATG101,146,620,120,56,438,740,213,543
ATG12,417,1428,348,157,1041,1163,502,1254
ATG13,536,2017,427,199,654,939,299,857
ATG14,96,275,75,32,302,420,147,346
ATG16L1,355,1252,290,121,963,1133,469,1224
ATG16L2,43,135,40,11,192,192,96,243
ATG2A,587,2089,436,198,863,918,408,1122
ATG2B,603,2106,444,240,1111,1415,595,1432
ATG3,452,1588,371,158,901,1132,478,1213
ATG4A,128,438,102,38,328,368,132,400
ATG4B,331,1132,266,113,699,885,380,931
ATG4C,253,725,172,70,376,502,189,466
ATG4D,1050,4292,938,378,601,560,275,759
ATG5,236,904,195,80,332,490,195,418
ATG7,273,1134,226,77,654,885,388,985
ATG9A,469,1650,365,149,896,1187,449,1211
ATG9B,22,43,19,3,60,71,24,53
ATHL1,71,324,64,22,234,337,127,307
ATIC,197,711,141,75,783,1036,303,1012
ATL1,14,34,13,8,44,74,30,58
ATL2,2407,5793,1403,678,1551,1349,774,2045
ATL3,1545,5143,1222,462,3230,4290,1539,4246
ATM,145,439,90,26,451,471,197,568
ATMIN,244,816,202,98,479,714,228,589
ATN1,779,2707,750,299,1003,1478,453,1511
ATOH1,2,8,2,0,8,14,9,7
ATOH7,0,1,0,0,0,0,0,0
ATOH8,26,76,16,5,150,180,59,236
ATOX1,697,2666,542,208,723,1167,350,941
ATP10A,23,48,25,8,56,100,25,61
ATP10B,4,3,2,1,7,9,3,7
ATP10D,112,334,70,33,409,351,111,518
ATP11A,302,805,242,109,732,851,478,939
ATP11B,518,1544,393,183,1616,2382,792,2108
ATP11C,299,976,216,106,1058,1626,532,1412
ATP12A,0,0,0,0,0,0,0,0
ATP13A1,503,2016,434,171,640,767,312,804
ATP13A2,133,426,106,52,459,669,246,639
ATP13A3,1953,7014,1604,711,2574,3137,1129,3378
ATP13A4,0,0,0,0,0,1,0,1
ATP13A5,0,0,0,0,0,0,0,1
ATP1A1,2339,9897,1833,910,1915,2715,933,2485
ATP1A2,40397,101543,30998,11754,48965,77810,28546,64947
ATP1A3,25,60,22,8,39,107,17,48
ATP1A4,3,5,2,0,0,4,0,2
ATP1B1,1889,7443,1390,668,317,409,192,543
ATP1B2,85,256,93,28,365,494,193,634
ATP1B3,1958,7211,1588,677,4087,5188,1921,5331
ATP1B4,0,1,0,0,0,0,0,4
ATP2A1,970,394,35,477,7,34,835,12646
ATP2A2,9496,31606,6765,2943,4672,6103,2678,6622
ATP2A3,308,1490,238,119,336,429,169,511
ATP2B1,446,1577,373,151,790,1204,327,914
ATP2B2,2,5,3,0,11,7,2,9
ATP2B3,0,0,0,0,0,0,0,5
ATP2B4,177,610,210,85,962,1107,483,1256
ATP2C1,528,1765,465,160,1027,1405,539,1384
ATP2C2,0,0,0,0,0,0,0,1
ATP4A,0,0,0,0,0,0,0,0
ATP4B,2,8,2,1,3,3,1,3
ATP5A1,28850,97613,22056,9569,47685,63363,26333,63080
ATP5B,48256,158790,35038,16084,90820,124527,48921,118734
ATP5C1,3488,12145,2500,1238,9108,12398,4761,12260
ATP5D,3827,13783,3004,1362,6437,8231,3416,8440
ATP5E,1608,5922,1377,611,4024,4814,2007,4992
ATP5F1,6991,25159,5336,2203,8879,11732,4826,12172
ATP5G1,63,251,51,33,140,263,65,344
ATP5G2,78,239,77,36,253,216,47,183
ATP5G3,1785,8758,1724,724,2639,3799,1501,3548
ATP5H,4000,14740,3109,1406,7770,9575,4099,10401
ATP5J,1188,4581,930,434,2933,3738,1448,3872
ATP5J2,3060,10594,2304,1070,5296,6972,2768,7020
ATP5L,2676,10224,2159,942,4129,5254,2329,5500
ATP5O,4891,18230,3886,1709,8040,9515,4272,10891
ATP5S,98,356,75,32,282,450,164,419
ATP5SL,497,1716,424,188,1107,1496,589,1401
ATP6AP1,1346,5082,1077,454,1650,2143,900,2275
ATP6AP1L,0,0,0,0,0,0,0,0
ATP6AP2,650,2697,456,251,740,1045,424,1060
ATP6V0A1,883,3448,838,337,1028,1362,481,1273
ATP6V0A2,2507,7737,1871,750,1544,1659,660,1906
ATP6V0A4,0,3,0,2,1,1,0,0
ATP6V0B,1188,5295,907,392,1090,1426,545,1363
ATP6V0C,1978,8921,1752,739,1958,2793,975,2475
ATP6V0D1,627,2209,462,191,775,938,362,988
ATP6V0D2,3,17,0,1,20,69,7,12
ATP6V0E2,13,36,12,5,49,65,25,81
